Category ID,Quantity,Region,Supplier ID,Buyer ID,Transport Type,Dispatch Mode,Days
52,2500,West,818,12341,Seller Transport,Seller to Buyer,a
52,1000,South,14663,11462,Seller Transport,Seller to Buyer,a
10,3000,North,10412,6723,Bizongo Transport,Seller to Buyer,a
10,50000,North,10412,6723,Bizongo Transport,Seller to Buyer,a
10,1500,North,10412,6723,Seller Transport,Seller to Buyer,a
10,6000,North,10412,6723,Bizongo Transport,Seller to Buyer,a
52,1600,South,14534,3446,Seller Transport,Seller to Buyer,a
52,4025,South,14534,3446,Seller Transport,Seller to Buyer,a
52,17000,South,14534,3446,Seller Transport,Seller to Buyer,a
52,8650,West,818,4304,Seller Transport,Seller to Warehouse,a
10,1500,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,33800,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,125000,North,10412,11801,Seller Transport,Seller to Warehouse,a
52,2300,West,818,4304,Seller Transport,Seller to Warehouse,a
52,3500,South,14534,13875,Seller Transport,Seller to Buyer,a
52,5000,South,14534,13875,Seller Transport,Seller to Buyer,a
87,10000,West,15100,11919,Bizongo Transport,Seller to Buyer,a
87,11850,North,11401,13963,Seller Transport,Seller to Warehouse,a
87,800,North,11401,13963,Seller Transport,Seller to Warehouse,a
52,1675,North,12797,3446,Seller Transport,Seller to Warehouse,a
52,7500,North,12797,3446,Seller Transport,Seller to Warehouse,a
52,300,South,13226,6723,Seller Transport,Seller to Buyer,a
118,2200,West,1479,10081,Bizongo Transport,Seller to Buyer,a
95,2200,West,1479,10081,Bizongo Transport,Seller to Buyer,a
90,200000,North,10412,12892,Seller Transport,Seller to Warehouse,a
52,14900,North,11701,15201,Seller Transport,Seller to Buyer,a
48,6900,North,11701,4304,Seller Transport,Seller to Warehouse,a
52,6975,West,15048,8131,Bizongo Transport,Seller to Warehouse,a
52,3000,West,5238,6723,Bizongo Transport,Seller to Warehouse,a
52,5235,West,5238,6723,Bizongo Transport,Seller to Warehouse,a
90,20000,North,10412,13164,Seller Transport,Seller to Buyer,a
90,30000,North,10412,13164,Seller Transport,Seller to Buyer,a
52,700,North,7522,12923,Seller Transport,Seller to Buyer,a
52,2000,North,7522,12923,Seller Transport,Seller to Buyer,a
52,10000,North,7522,12923,Seller Transport,Seller to Buyer,a
10,500,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,600,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,3300,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,4000,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,4900,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,5000,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,15200,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,28800,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,28900,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,35700,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,39700,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,44400,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,47400,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,49800,North,10412,11801,Seller Transport,Seller to Warehouse,a
52,10000,West,818,4304,Seller Transport,Seller to Warehouse,a
52,2680,South,14661,11462,Seller Transport,Seller to Buyer,a
52,2500,South,14661,11462,Seller Transport,Seller to Buyer,a
52,3200,South,14661,11462,Seller Transport,Seller to Buyer,a
52,27600,North,11701,4304,Seller Transport,Seller to Buyer,a
52,8000,South,11744,6723,Seller Transport,Seller to Buyer,a
10,43000,North,10412,6723,Seller Transport,Seller to Warehouse,a
52,560,South,14661,11462,Seller Transport,Seller to Buyer,a
52,8000,South,14534,6723,Seller Transport,Seller to Buyer,a
48,3950,South,13732,13250,Bizongo Transport,Seller to Buyer,a
48,4100,South,13732,13250,Seller Transport,Seller to Buyer,a
52,15000,South,14534,6723,Bizongo Transport,Seller to Buyer,a
52,5000,South,15887,15710,Seller Transport,Seller to Buyer,a
52,5000,South,15887,15710,Seller Transport,Seller to Buyer,a
52,7680,West,5238,6723,Seller Transport,Seller to Warehouse,a
184,7000,North,1007,4304,Seller Transport,Seller to Buyer,a
52,1500,South,11744,6723,Seller Transport,Seller to Buyer,a
10,1700,North,10412,11801,Bizongo Transport,Seller to Warehouse,a
10,2300,North,10412,11801,Bizongo Transport,Seller to Warehouse,a
10,6500,North,10412,11801,Bizongo Transport,Seller to Warehouse,a
10,8500,North,10412,11801,Bizongo Transport,Seller to Warehouse,a
10,10700,North,10412,11801,Bizongo Transport,Seller to Warehouse,a
10,11000,North,10412,11801,Bizongo Transport,Seller to Warehouse,a
10,14000,North,10412,11801,Bizongo Transport,Seller to Warehouse,a
10,28800,North,10412,11801,Bizongo Transport,Seller to Warehouse,a
10,30000,North,10412,11801,Bizongo Transport,Seller to Warehouse,a
10,32500,North,10412,11801,Bizongo Transport,Seller to Warehouse,a
10,32724,North,10412,11801,Bizongo Transport,Seller to Warehouse,a
10,47500,North,10412,11801,Bizongo Transport,Seller to Warehouse,a
52,8000,South,11744,6723,Seller Transport,Seller to Buyer,a
52,1364,North,14977,11462,Seller Transport,Seller to Buyer,a
52,4240,North,14977,11462,Seller Transport,Seller to Buyer,a
184,2000,West,14647,16344,Bizongo Transport,Seller to Buyer,a
97,50,West,1479,10081,Bizongo Transport,Seller to Buyer,a
52,5000,South,14661,11462,Seller Transport,Seller to Buyer,a
184,10000,South,9302,4304,Bizongo Transport,Seller to Buyer,a
95,2771,West,7928,10081,Bizongo Transport,Seller to Buyer,a
118,,West,7928,10081,Bizongo Transport,Seller to Buyer,a
52,13000,South,14534,6723,Seller Transport,Seller to Warehouse,a
52,600,South,14534,6723,Seller Transport,Seller to Buyer,a
52,600,South,14534,6723,Seller Transport,Seller to Buyer,a
52,1420,South,14534,6723,Seller Transport,Seller to Warehouse,a
52,1840,South,14534,6723,Seller Transport,Seller to Warehouse,a
184,5000,North,15667,4304,Bizongo Transport,Seller to Buyer,a
52,68,South,14534,6723,Seller Transport,Seller to Buyer,a
8,150000,West,14775,5470,Seller Transport,Seller to Buyer,a
52,2000,West,818,7747,Seller Transport,Seller to Buyer,a
52,3000,North,14977,11462,Seller Transport,Seller to Buyer,a
52,660,North,14977,11462,Seller Transport,Seller to Buyer,a
52,400,South,14534,6723,Seller Transport,Seller to Buyer,a
52,500,North,16123,15668,Seller Transport,Seller to Buyer,a
52,750,South,14534,6723,Seller Transport,Seller to Buyer,a
10,1500,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,1700,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,4500,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,12000,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,14800,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,15000,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,17300,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,26000,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,31400,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,36000,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,39900,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,75100,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,143900,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,7400,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,12000,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,13800,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,16000,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,39900,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,47000,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,10000,South,3903,5357,Seller Transport,Seller to Warehouse,a
10,8000,North,10412,6723,Seller Transport,Seller to Warehouse,a
10,87000,North,10412,6723,Seller Transport,Seller to Warehouse,a
10,90000,North,10412,6723,Seller Transport,Seller to Warehouse,a
10,50000,North,3212,5843,Seller Transport,Seller to Warehouse,a
52,500,West,2671,10269,Seller Transport,Seller to Buyer,a
90,14000,North,10412,12892,Seller Transport,Seller to Warehouse,a
90,27000,North,10412,12892,Seller Transport,Seller to Warehouse,a
90,50000,North,10412,12892,Seller Transport,Seller to Warehouse,a
52,2600,South,14661,11462,Seller Transport,Seller to Buyer,a
95,1344,West,1479,6424,Bizongo Transport,Seller to Buyer,a
95,524,West,1479,6424,Bizongo Transport,Seller to Buyer,a
8,70000,West,14775,5470,Bizongo Transport,Seller to Buyer,a
189,600,West,14037,17077,Seller Transport,Seller to Buyer,a
189,700,West,14037,17077,Seller Transport,Seller to Buyer,a
189,369,West,14037,17077,Seller Transport,Seller to Buyer,a
189,774,West,14037,17077,Seller Transport,Seller to Buyer,a
189,656,West,14037,17077,Seller Transport,Seller to Buyer,a
189,522,West,14037,17077,Seller Transport,Seller to Buyer,a
189,925,West,14037,17077,Seller Transport,Seller to Buyer,a
189,476,West,14037,17077,Seller Transport,Seller to Buyer,a
189,283,West,14037,17077,Seller Transport,Seller to Buyer,a
52,590,North,7522,15154,Seller Transport,Seller to Warehouse,a
52,600,South,14591,6723,Seller Transport,Seller to Buyer,a
27,500,South,10681,16270,Seller Transport,Seller to Buyer,a
95,3000,North,12762,6424,Bizongo Transport,Seller to Buyer,a
52,890,South,14661,11462,Seller Transport,Seller to Buyer,a
184,10000,North,16429,8474,Bizongo Transport,Seller to Warehouse,a
87,30000,North,10231,15574,Bizongo Transport,Seller to Buyer,a
189,1002,West,14037,17077,Bizongo Transport,Seller to Buyer,a
189,967,West,14037,17077,Bizongo Transport,Seller to Buyer,a
52,5000,West,818,12341,Bizongo Transport,Seller to Warehouse,a
52,3000,South,14661,11462,Seller Transport,Seller to Buyer,a
95,1776,West,1479,6424,Bizongo Transport,Seller to Buyer,a
52,150,West,15500,11462,Seller Transport,Seller to Buyer,a
52,10000,West,16121,6723,Seller Transport,Seller to Warehouse,a
10,100000,South,3903,16857,Seller Transport,Seller to Warehouse,a
10,100000,South,3903,9696,Seller Transport,Seller to Warehouse,a
95,3320,West,1479,6424,Bizongo Transport,Seller to Buyer,a
95,2930,West,1479,6424,Bizongo Transport,Seller to Buyer,a
52,10000,South,14534,2519,Bizongo Transport,Seller to Buyer,a
52,10000,South,14534,2519,Bizongo Transport,Seller to Buyer,a
10,800,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,9000,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,16100,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,22500,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,29300,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,31900,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,33040,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,33400,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,48500,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,55100,North,10412,11801,Seller Transport,Seller to Warehouse,a
47,4700,South,16938,2519,Seller Transport,Seller to Warehouse,a
47,11400,South,16938,2519,Seller Transport,Seller to Warehouse,a
87,30000,North,10231,12892,Seller Transport,Seller to Warehouse,a
8,36,North,7522,15154,Seller Transport,Seller to Warehouse,a
87,10000,North,10231,12892,Seller Transport,Seller to Warehouse,a
52,1667,North,7522,15154,Seller Transport,Seller to Warehouse,a
52,1000,North,7522,15154,Seller Transport,Seller to Warehouse,a
52,2000,North,7522,15154,Seller Transport,Seller to Warehouse,a
10,30000,North,3212,5843,Seller Transport,Seller to Warehouse,a
10,80000,North,3212,5843,Seller Transport,Seller to Warehouse,a
52,1000,North,16564,5843,Seller Transport,Seller to Warehouse,a
52,2000,North,16564,5843,Seller Transport,Seller to Warehouse,a
52,20000,North,16564,5843,Seller Transport,Seller to Warehouse,a
95,4000,North,12762,6424,Bizongo Transport,Seller to Buyer,a
87,50000,North,15358,12892,Seller Transport,Seller to Warehouse,a
87,10000,North,10231,12892,Seller Transport,Seller to Warehouse,a
10,10000,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,20000,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,25000,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,30000,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,50000,North,10412,11801,Seller Transport,Seller to Warehouse,a
184,200,West,14647,15835,Seller Transport,Seller to Buyer,a
52,41,North,7522,17659,Seller Transport,Seller to Buyer,a
52,50,North,7522,17659,Seller Transport,Seller to Buyer,a
52,290,North,7522,17659,Seller Transport,Seller to Buyer,a
52,403,North,7522,17659,Seller Transport,Seller to Buyer,a
52,920,North,7522,17659,Seller Transport,Seller to Buyer,a
52,972,North,7522,17659,Seller Transport,Seller to Buyer,a
52,1447,North,7522,17659,Seller Transport,Seller to Buyer,a
52,1475,North,7522,17659,Seller Transport,Seller to Buyer,a
52,1666,North,7522,17659,Seller Transport,Seller to Buyer,a
87,100000,North,10231,15835,Seller Transport,Seller to Warehouse,a
52,510,North,7522,17659,Seller Transport,Seller to Buyer,a
52,12900,North,15535,17567,Seller Transport,Seller to Buyer,a
52,7060,North,17929,17352,Seller Transport,Seller to Buyer,a
95,660,West,1479,6424,Bizongo Transport,Seller to Buyer,a
87,10000,North,15358,15835,Seller Transport,Seller to Warehouse,a
52,755,North,15535,17567,Seller Transport,Seller to Buyer,a
52,1600,North,15535,17567,Seller Transport,Seller to Buyer,a
95,1344,West,1479,6424,Bizongo Transport,Seller to Buyer,a
52,1500,North,7522,15154,Seller Transport,Seller to Warehouse,a
52,2000,North,7522,15154,Seller Transport,Seller to Warehouse,a
95,1344,West,1479,6424,Bizongo Transport,Seller to Buyer,a
95,1152,West,1479,6424,Bizongo Transport,Seller to Buyer,a
95,1728,West,1479,6424,Bizongo Transport,Seller to Buyer,a
8,35000,West,14775,5470,Bizongo Transport,Seller to Buyer,a
95,1848,West,1479,6424,Bizongo Transport,Seller to Buyer,a
95,1264,West,1479,6424,Bizongo Transport,Seller to Buyer,a
87,2000,South,17811,16849,Seller Transport,Seller to Buyer,a
52,300,West,15048,16085,Bizongo Transport,Seller to Buyer,a
95,7000,West,1479,6424,Bizongo Transport,Seller to Buyer,a
52,1140,North,15495,6723,Bizongo Transport,Seller to Buyer,a
52,7000,South,14534,6723,Seller Transport,Seller to Warehouse,a
52,1425,North,7522,18071,Seller Transport,Seller to Warehouse,a
184,10000,West,16565,4304,Bizongo Transport,Seller to Buyer,a
52,9960,North,18241,17352,Seller Transport,Seller to Buyer,a
52,930,South,14534,6723,Seller Transport,Seller to Warehouse,a
52,71,North,7522,17659,Seller Transport,Seller to Buyer,a
52,510,North,7522,17659,Seller Transport,Seller to Buyer,a
52,1000,North,7522,18071,Seller Transport,Seller to Warehouse,a
52,5,North,7522,18071,Seller Transport,Seller to Warehouse,a
87,5000,North,10231,12892,Seller Transport,Seller to Warehouse,a
87,10000,North,10231,12892,Seller Transport,Seller to Warehouse,a
10,100000,North,10412,12892,Seller Transport,Seller to Warehouse,a
52,240,West,17947,9527,Bizongo Transport,Seller to Buyer,a
90,0,North,10412,12892,Seller Transport,Seller to Warehouse,a
90,150000,North,10412,12892,Seller Transport,Seller to Warehouse,a
87,12000,North,11401,12892,Seller Transport,Seller to Warehouse,a
90,55000,North,10412,12892,Seller Transport,Seller to Warehouse,a
90,95000,North,10412,12892,Seller Transport,Seller to Warehouse,a
95,500,West,1479,6424,Bizongo Transport,Seller to Buyer,a
10,300,West,17899,14946,Seller Transport,Seller to Buyer,a
10,300,West,17899,14946,Seller Transport,Seller to Buyer,a
10,300,West,17899,14946,Seller Transport,Seller to Buyer,a
95,0,West,1479,6424,Bizongo Transport,Seller to Buyer,a
95,1194,West,1479,6424,Bizongo Transport,Seller to Buyer,a
95,1791,West,1479,6424,Bizongo Transport,Seller to Buyer,a
95,0,West,1479,6424,Bizongo Transport,Seller to Buyer,a
95,1344,West,1479,6424,Bizongo Transport,Seller to Buyer,a
95,500,West,1479,6424,Bizongo Transport,Seller to Buyer,a
52,8000,West,14037,4304,Bizongo Transport,Seller to Buyer,a
52,1500,North,11701,15201,Seller Transport,Seller to Buyer,a
52,10000,North,11701,15201,Seller Transport,Seller to Buyer,a
52,12000,North,9555,11801,Seller Transport,Seller to Warehouse,a
52,10000,North,11701,13875,Seller Transport,Seller to Buyer,a
52,3000,North,13401,13875,Seller Transport,Seller to Buyer,a
52,3150,North,13401,13875,Seller Transport,Seller to Buyer,a
52,5000,North,13401,13875,Seller Transport,Seller to Buyer,a
52,10000,North,13401,13875,Seller Transport,Seller to Buyer,a
52,498,South,14663,11462,Seller Transport,Seller to Buyer,a
52,11000,South,11744,4304,Bizongo Transport,Seller to Buyer,a
52,500,North,11701,6723,Seller Transport,Seller to Buyer,a
52,9530,North,11701,6723,Seller Transport,Seller to Buyer,a
52,3540,North,11701,6723,Seller Transport,Seller to Warehouse,a
52,2909,North,7522,13875,Seller Transport,Seller to Buyer,a
52,500,South,14663,11462,Seller Transport,Seller to Buyer,a
52,50,West,8534,8131,Bizongo Transport,Seller to Warehouse,a
52,2125,West,8534,8131,Bizongo Transport,Seller to Warehouse,a
52,62226,West,8534,8131,Bizongo Transport,Seller to Warehouse,a
46,2200,West,13292,8131,Bizongo Transport,Seller to Warehouse,a
46,8800,West,13292,8131,Bizongo Transport,Seller to Warehouse,a
87,25000,North,11401,15835,Seller Transport,Seller to Buyer,a
48,19475,West,717,4304,Bizongo Transport,Seller to Buyer,a
52,1000,South,14663,11462,Seller Transport,Seller to Buyer,a
52,640,South,14661,11462,Seller Transport,Seller to Buyer,a
52,1280,North,11701,14020,Seller Transport,Seller to Buyer,a
52,6000,South,14534,6723,Seller Transport,Seller to Warehouse,a
52,7000,South,14534,6723,Seller Transport,Seller to Warehouse,a
8,20,North,7522,10592,Seller Transport,Seller to Warehouse,a
87,16000,North,11401,13963,Seller Transport,Seller to Warehouse,a
8,30000,West,14775,5470,Seller Transport,Seller to Buyer,a
52,3700,North,11701,15201,Seller Transport,Seller to Buyer,a
52,5000,North,11701,15201,Seller Transport,Seller to Buyer,a
52,5000,North,11701,15201,Seller Transport,Seller to Buyer,a
52,8000,North,11701,15201,Seller Transport,Seller to Buyer,a
52,1000,North,14977,11462,Seller Transport,Seller to Buyer,a
95,1,West,1479,16178,Bizongo Transport,Seller to Warehouse,a
52,10000,South,15887,15710,Seller Transport,Seller to Buyer,a
52,5500,South,15887,15710,Seller Transport,Seller to Buyer,a
52,500,West,15500,11462,Seller Transport,Seller to Buyer,a
52,600,West,15500,11462,Seller Transport,Seller to Buyer,a
52,2000,North,11701,15201,Seller Transport,Seller to Buyer,a
52,100,South,13226,6723,Seller Transport,Seller to Buyer,a
52,1000,South,13226,6723,Seller Transport,Seller to Buyer,a
52,100,South,13226,6723,Seller Transport,Seller to Buyer,a
52,30300,South,14534,6723,Seller Transport,Seller to Warehouse,a
52,11150,South,11744,6723,Seller Transport,Seller to Warehouse,a
52,8050,South,11744,6723,Seller Transport,Seller to Warehouse,a
87,40000,North,11787,15835,Seller Transport,Seller to Warehouse,a
52,110,South,14534,6723,Seller Transport,Seller to Buyer,a
184,5680,North,1007,4304,Bizongo Transport,Seller to Buyer,a
87,10000,North,10231,12491,Seller Transport,Seller to Warehouse,a
87,15000,North,10231,12491,Seller Transport,Seller to Warehouse,a
90,50000,North,10412,13164,Bizongo Transport,Seller to Buyer,a
52,4300,South,14534,6723,Seller Transport,Seller to Warehouse,a
52,500,South,14534,6723,Seller Transport,Seller to Buyer,a
52,500,South,14534,6723,Seller Transport,Seller to Warehouse,a
52,28000,South,14591,6723,Seller Transport,Seller to Warehouse,a
52,500,West,818,7747,Seller Transport,Seller to Buyer,a
52,1000,West,818,7747,Seller Transport,Seller to Buyer,a
52,1200,West,818,15710,Bizongo Transport,Seller to Buyer,a
52,460,South,14534,6723,Seller Transport,Seller to Buyer,a
184,3800,West,14927,4304,Bizongo Transport,Seller to Buyer,a
184,3000,North,16429,4304,Bizongo Transport,Seller to Buyer,a
52,400,South,14534,6723,Seller Transport,Seller to Buyer,a
52,20000,South,14591,6723,Seller Transport,Seller to Warehouse,a
52,500,North,16123,15668,Seller Transport,Seller to Buyer,a
52,1000,North,16123,15668,Seller Transport,Seller to Buyer,a
52,2000,North,16123,15668,Seller Transport,Seller to Buyer,a
52,14000,North,16123,15668,Seller Transport,Seller to Buyer,a
52,400,South,13226,6723,Seller Transport,Seller to Buyer,a
8,50000,West,14775,5470,Seller Transport,Seller to Buyer,a
52,1,North,11701,6723,Seller Transport,Seller to Warehouse,a
52,4000,North,11701,6723,Seller Transport,Seller to Warehouse,a
52,5000,North,11701,6723,Seller Transport,Seller to Warehouse,a
52,8000,North,11701,6723,Seller Transport,Seller to Warehouse,a
10,9000,North,10412,13689,Seller Transport,Seller to Warehouse,a
10,43000,North,10412,13689,Seller Transport,Seller to Warehouse,a
52,6000,North,14977,11462,Seller Transport,Seller to Buyer,a
52,3000,North,14977,11462,Seller Transport,Seller to Buyer,a
184,150,North,1007,12692,Seller Transport,Seller to Buyer,a
184,500,North,1007,12692,Seller Transport,Seller to Buyer,a
52,5000,South,14661,11462,Seller Transport,Seller to Buyer,a
184,20000,North,16429,4304,Bizongo Transport,Seller to Buyer,a
10,50000,North,10412,11665,Seller Transport,Seller to Warehouse,a
52,1250,South,15887,6723,Seller Transport,Seller to Warehouse,a
52,900,South,15887,6723,Seller Transport,Seller to Warehouse,a
52,300,South,15887,6723,Seller Transport,Seller to Buyer,a
90,10000,South,3903,16730,Seller Transport,Seller to Warehouse,a
90,10000,South,3903,16730,Seller Transport,Seller to Warehouse,a
184,4500,North,15667,4304,Bizongo Transport,Seller to Buyer,a
184,3463,North,15667,4304,Bizongo Transport,Seller to Buyer,a
184,16000,North,15667,8474,Bizongo Transport,Seller to Warehouse,a
95,700,West,1479,16812,Bizongo Transport,Seller to Buyer,a
87,5000,North,16950,15835,Seller Transport,Seller to Warehouse,a
52,1508,North,16564,6723,Seller Transport,Seller to Buyer,a
90,40000,North,10412,12892,Seller Transport,Seller to Warehouse,a
90,40000,North,10412,12892,Seller Transport,Seller to Warehouse,a
10,12000,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,13000,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,19500,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,23100,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,28400,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,35000,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,35250,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,52000,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,74200,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,90900,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,142500,North,10412,11801,Seller Transport,Seller to Warehouse,a
90,260000,North,10412,12892,Seller Transport,Seller to Warehouse,a
90,85000,North,10412,12892,Seller Transport,Seller to Warehouse,a
90,150000,North,10412,12892,Seller Transport,Seller to Warehouse,a
189,2000,West,14037,17077,Seller Transport,Seller to Buyer,a
189,600,West,14037,17077,Seller Transport,Seller to Buyer,a
189,900,West,14037,17077,Seller Transport,Seller to Buyer,a
189,160,West,14037,17077,Seller Transport,Seller to Buyer,a
189,600,West,14037,17077,Seller Transport,Seller to Buyer,a
189,800,West,14037,17077,Seller Transport,Seller to Buyer,a
189,200,West,14037,17077,Seller Transport,Seller to Buyer,a
189,806,West,14037,17077,Seller Transport,Seller to Buyer,a
189,841,West,14037,17077,Seller Transport,Seller to Buyer,a
189,362,West,14037,17077,Seller Transport,Seller to Buyer,a
87,15000,North,10231,15574,Bizongo Transport,Seller to Buyer,a
52,3000,North,7522,15154,Seller Transport,Seller to Warehouse,a
189,359,West,14037,17077,Seller Transport,Seller to Buyer,a
189,385,West,14037,17077,Seller Transport,Seller to Buyer,a
189,893,West,14037,17077,Seller Transport,Seller to Buyer,a
189,593,West,14037,17077,Seller Transport,Seller to Buyer,a
52,2000,North,7522,1586,Seller Transport,Seller to Buyer,a
52,2300,North,7522,1586,Seller Transport,Seller to Buyer,a
52,2400,North,7522,1586,Seller Transport,Seller to Buyer,a
189,422,West,14037,17077,Seller Transport,Seller to Buyer,a
52,1000,West,5238,6723,Seller Transport,Seller to Warehouse,a
95,4000,North,12762,6424,Bizongo Transport,Seller to Buyer,a
10,80000,North,3212,5843,Seller Transport,Seller to Warehouse,a
52,4000,North,14977,11462,Seller Transport,Seller to Buyer,a
95,1600,North,12762,6424,Bizongo Transport,Seller to Buyer,a
118,246,South,10681,2519,Bizongo Transport,Seller to Buyer,a
95,6003,West,1479,6424,Bizongo Transport,Seller to Buyer,a
10,15000,South,3903,16857,Seller Transport,Seller to Warehouse,a
189,1035,West,14037,17077,Bizongo Transport,Seller to Buyer,a
189,1860,West,14037,17077,Bizongo Transport,Seller to Buyer,a
87,8500,North,15993,15835,Seller Transport,Seller to Buyer,a
87,50000,North,15358,15835,Seller Transport,Seller to Buyer,a
10,50000,North,3212,5843,Seller Transport,Seller to Warehouse,a
52,2000,South,15887,6723,Seller Transport,Seller to Buyer,a
52,18000,South,13226,6723,Seller Transport,Seller to Warehouse,a
87,26550,North,10231,15835,Seller Transport,Seller to Buyer,a
189,5200,West,16990,8871,Bizongo Transport,Seller to Warehouse,a
189,13000,West,16990,8871,Bizongo Transport,Seller to Warehouse,a
189,3900,West,16990,8871,Bizongo Transport,Seller to Warehouse,a
189,13000,West,16990,8871,Bizongo Transport,Seller to Warehouse,a
52,200,North,7522,12692,Seller Transport,Seller to Buyer,a
52,1500,North,7522,12692,Seller Transport,Seller to Buyer,a
10,9000,North,10412,6723,Seller Transport,Seller to Warehouse,a
10,11000,North,10412,6723,Seller Transport,Seller to Warehouse,a
52,10000,South,14591,6723,Seller Transport,Seller to Warehouse,a
52,1000,North,15495,16712,Seller Transport,Seller to Buyer,a
52,2000,North,15495,16712,Seller Transport,Seller to Buyer,a
87,12000,North,10231,15835,Seller Transport,Seller to Warehouse,a
52,300,South,15887,6723,Seller Transport,Seller to Warehouse,a
95,1159,West,1479,6424,Bizongo Transport,Seller to Buyer,a
10,9000,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,29300,North,10412,11801,Seller Transport,Seller to Warehouse,a
10,43000,North,10412,11801,Seller Transport,Seller to Warehouse,a
52,100,North,16564,6723,Seller Transport,Seller to Warehouse,a
52,150,North,16564,6723,Seller Transport,Seller to Warehouse,a
52,175,North,16564,6723,Seller Transport,Seller to Warehouse,a
52,300,North,16564,6723,Seller Transport,Seller to Warehouse,a
52,500,North,16564,6723,Seller Transport,Seller to Warehouse,a
95,1680,West,1479,6424,Bizongo Transport,Seller to Buyer,a
95,1120,West,1479,6424,Bizongo Transport,Seller to Buyer,a
87,7000,North,15358,15835,Seller Transport,Seller to Warehouse,a
87,6000,North,15358,15835,Seller Transport,Seller to Warehouse,a
95,3000,North,12762,6424,Bizongo Transport,Seller to Buyer,a
52,500,South,15887,15154,Seller Transport,Seller to Warehouse,a
52,1000,South,15887,15154,Seller Transport,Seller to Warehouse,a
52,500,South,15887,15154,Seller Transport,Seller to Warehouse,a
90,10000,North,10412,12892,Seller Transport,Seller to Warehouse,a
90,260000,North,10412,12892,Seller Transport,Seller to Warehouse,a
87,10000,North,10231,12892,Seller Transport,Seller to Warehouse,a
95,850,West,1479,6424,Bizongo Transport,Seller to Buyer,a
87,5000,North,10231,12892,Seller Transport,Seller to Warehouse,a
95,330,West,1479,6424,Bizongo Transport,Seller to Buyer,a
95,1700,West,1479,6424,Bizongo Transport,Seller to Buyer,a
95,1200,West,1479,6424,Bizongo Transport,Seller to Buyer,a
95,1500,West,1479,6424,Bizongo Transport,Seller to Buyer,a
47,6000,South,16940,2519,Seller Transport,Seller to Warehouse,a
